team1,team2,toss_winner_01,toss_decision_01,venue,city,team_1_lighting_effectiveness,team_2_lighting_effectiveness,series_name,team_count_50runs_last15,team_winp_last5,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,team1_top4_avg_runs,team2_top4_avg_runs,team1_top4_eco,team2_top4_eco,team1_top4_bats_strike,team2_top4_bats_strike,team1_top2_wck,team2_top2_wck,team1_avg_top4_ag,team2_avg_top4_ag,team1_eco_bot4_ag,team2_eco_bot4_ag,team1_eco_top4_ag,team2_eco_top4_ag,team1_bot4_eco,team2_bot4_eco,team1_avg_top4_ve,team2_avg_top4_ve,team1_eco_top4_ve,team2_eco_top4_ve,team1_eco_bot4_ve,team2_eco_bot4_ve,team1_avg_top4_in,team2_avg_top4_in,team1_eco_top4_in,team2_eco_top4_in,team1_eco_bot4_in,team2_eco_bot4_in,match_winner_id
6,43,0,0,44,55,0.0,1.0,58,1.6666666666666667,0.6721311475409836,139.0,100.0,157.17857142857142,15.176739926739927,22.942307692307693,6.73605235042735,6.941428571428571,87.78147435897436,110.67785256410257,1.2606837606837606,1.3928571428571428,15.75,32.5,6.835,7.375,6.835,7.375,7.181330128205127,6.941428571428571,13.416666666666668,19.25,6.2212499999999995,6.041666666666666,7.129583333333334,6.041666666666666,20.141666666666666,18.5,7.13875,7.25,8.21625,7.25,1
35,138,0,0,53,13,0.0,1.0,22,1.2857142857142858,1.9523809523809523,156.0,50.0,103.5,22.26392663043478,23.938988095238095,7.689180194805195,7.883692227312917,118.44083011078595,106.86775892857142,1.2467532467532467,1.2701149425287355,26.975,29.898809523809526,8.788333333333334,8.993446428571428,7.095178571428572,6.485446428571429,8.675467980295567,9.940129678750369,27.0,28.925,7.1,6.437875,8.864583333333334,8.857875,21.889705882352942,22.928571428571427,7.90204662004662,8.205041208791208,8.873856060606059,10.334776785714286,0
135,81,0,0,111,83,0.375,0.6363636363636364,79,0.8571428571428571,0.6721311475409836,173.26666666666668,0.0,154.33333333333334,26.032258064516128,24.005555555555556,8.196291396103895,7.644789819376026,123.06242607526882,125.05522453703705,1.2105263157894737,1.2214285714285715,39.75,24.375,10.5825,13.94375,6.96875,8.67375,9.86704338972431,10.5074,48.0,26.43888888888889,6.8125,7.727187499999999,10.0825,10.26,26.541666666666668,19.694444444444446,7.736736111111111,8.444409722222222,10.208263888888888,13.239687499999999,0
39,13,0,1,10,105,0.45454545454545453,0.7,18,2.1666666666666665,1.975609756097561,164.26666666666668,50.0,144.25,28.697997835497834,20.581521739130434,5.7670297619047615,7.838796393557423,137.7186331168831,95.66840579710144,1.418831168831169,1.8928571428571428,30.0,34.666666666666664,9.180833333333334,11.51,7.139166666666667,6.73625,8.486609848484848,10.22546978021978,35.125,33.0,7.46875,6.59375,10.0,11.66625,30.875,30.0,7.1875,9.270416666666666,12.45875,11.197916666666666,0
96,38,0,0,75,25,0.5333333333333333,0.6666666666666666,35,0.8181818181818182,1.3278688524590163,164.66666666666666,0.0,189.0,24.12173202614379,33.1323051948052,7.746230392156863,8.057251893939394,132.726766748366,120.99707115800865,1.2153846153846155,1.6174242424242424,26.25,33.25,8.3125,7.5,6.88,7.5,9.530417887667888,8.688397727272728,26.125,33.25,7.850208333333333,7.5,11.104375000000001,7.5,24.04739010989011,34.99761904761905,7.899133928571429,8.593111111111112,9.596321428571429,9.383968253968254,1
59,17,0,0,90,37,0.6666666666666666,0.4,12,1.0,1.0,158.44444444444446,50.0,147.93333333333334,22.11904761904762,25.14107142857143,7.6759375,8.139964110644257,114.59922619047619,107.232125,1.25,1.8214285714285714,29.75,34.6875,8.752500000000001,10.6475,8.033750000000001,7.7299999999999995,8.221562500000001,9.410931372549019,27.5,29.27916666666667,6.732916666666666,6.881458333333333,7.4825,9.250208333333333,22.035714285714285,32.0,7.889494047619047,8.567916666666665,8.51592261904762,9.906458333333333,1
0,45,0,0,86,54,0.5333333333333333,0.7333333333333333,1,0.7,1.4878048780487805,141.4,50.0,0.0,24.854545454545455,32.850433624031005,8.043670398954117,7.30757493987494,114.72643181818182,121.35647781007751,1.3125,1.19375,34.74583333333334,30.208333333333336,12.367916666666666,11.8625,10.487708333333334,9.449583333333333,8.846497493734336,10.966530357142858,39.5,43.5,8.32,7.605,10.5,10.6875,26.998989898989898,32.886892712550605,8.490448232323232,7.528142857142857,8.933277777777779,11.218382352941177,1
54,34,0,1,82,33,1.0,0.5,36,0.9090909090909092,1.4878048780487805,156.15384615384616,40.0,129.93333333333334,26.574089635854342,28.421875,6.7206439393939394,7.064642857142857,131.31508333333335,130.88661458333334,1.893939393939394,1.619047619047619,31.125,25.75,6.90625,8.36625,5.74,7.20875,8.044702797202797,8.762678571428571,24.65625,21.5,6.065267857142857,7.60375,9.009559523809523,9.135,24.3125,22.575,6.022916666666667,6.754,9.243333333333332,8.7285,0
49,106,0,0,44,55,0.0,0.0,58,0.2727272727272727,0.5061728395061729,138.5,0.0,157.69230769230768,22.942307692307693,28.979166666666668,6.941428571428571,8.508333333333333,110.67785256410257,126.66216666666666,1.3928571428571428,1.1666666666666667,11.0,22.5,7.75,6.75,7.75,6.75,6.941428571428571,8.508333333333333,19.25,18.666666666666668,6.041666666666666,8.124166666666666,6.041666666666666,8.124166666666666,18.5,26.058333333333334,7.25,7.1575,7.25,7.1575,0
52,45,0,0,108,41,0.4666666666666667,0.0,25,0.3478260869565217,0.5061728395061729,154.26666666666668,0.0,148.5,20.255128205128205,31.09699612403101,6.956742216117217,6.860893121693122,114.4410064102564,132.45294864341085,1.4432234432234434,1.2,30.166666666666664,41.625,12.604583333333334,10.73,10.062916666666666,8.02125,9.642454545454546,11.931059523809523,31.625,29.0,10.1775,8.02125,12.615,10.73,19.192708333333332,36.26798245614035,7.520713383838384,6.845892857142857,9.847777777777777,13.134319852941175,1
