match_id,team1,team1_id,team1_roster_ids,team2,team2_id,team2_roster_ids,winner,winner_id,toss winner,toss decision,venue,city,match_dt,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,match_winner_id,toss_winner_01,toss_decision_01,team1_top4_avg_runs,team2_top4_avg_runs,team1_count_rel_bats,team2_count_rel_bats,team1_top4_bats_strike,team2_top4_bats_strike,team1_avg_top4_ag,team2_avg_top4_ag,team1_avg_top4_in,team2_avg_top4_in,team1_last5_avg,team2_last5_avg,team1_count_bat_form,team2_count_bat_form,team1_avg_top4_ve,team2_avg_top4_ve,team1_top4_eco,team2_top4_eco,team1_bot4_eco,team2_bot4_eco,team1_last5_bowler_form,team2_last5_bowler_form,team1_last5_eco_top,team2_last5_eco_top,team1_last5_eco_bot,team2_last5_eco_bot,team1_count_bowl_form,team2_count_bowl_form,team1_count_rel_bowl,team2_count_rel_bowl,team1_eco_top4_ag,team2_eco_top4_ag,team1_eco_bot4_ag,team2_eco_bot4_ag,team1_eco_top4_ve,team2_eco_top4_ve,team1_eco_bot4_ve,team2_eco_bot4_ve,team1_eco_top4_in,team2_eco_top4_in,team1_eco_bot4_in,team2_eco_bot4_in,team1_top2_wck,team2_top2_wck,team1_wck_top2_ag,team2_wck_top2_ag,team1_wck_top2_ve,team2_wck_top2_ve,team1_wck_top2_in,team2_wck_top2_in,team_1_lighting_effectiveness,team_2_lighting_effectiveness,team_ratio_avg,team_ratio_bats,team_ratio_eco_top,team_ratio_eco_bot,team_ratio_wck,team_ratio_avg_ag,team_ratio_avg_ve,team_ratio_avg_in,team_ratio_eco_top_ag,team_ratio_eco_top_ve,team_ratio_eco_top_in,team_ratio_eco_bot_ag,team_ratio_eco_bot_ve,team_ratio_eco_bot_in,team_ratio_wck_top_ag,team_ratio_wck_top_ve,team_ratio_wck_top_in,team_ratio_rel_bats,team_ratio_rel_bowl,team_ratio_bat_form,team_ratio_bowl_form,team_ratio_last5_avg,team_ratio_last5_eco_top,team_ratio_last5_eco_bot
9331181,6,11283,9373356.0:7857520.0:4232164.0:4566540.0:3299407.0:232000.0:7883504.0:8725723.0:7878989.0:2526390.0:8725730.0:4017523.0,43,12634,3500958.0:4231751.0:2735081.0:2035102.0:3698337.0:5058192.0:6844718.0:4566526.0:6596582.0:4161975.0:7952804.0:8465057.0,Hl Ph,12634,Hl Ph,field,44,55,2022-10-20,day/night match,58,2,7398,1.6666666666666667,0.6721311475409836,139.0,100.0,157.17857142857142,1,0,0,15.176739926739927,22.942307692307693,3,2,87.78147435897436,110.67785256410257,15.75,32.5,20.141666666666666,18.5,23.333333333333332,13.283333333333333,2,1,13.416666666666668,19.25,6.73605235042735,6.941428571428571,7.181330128205127,6.941428571428571,7.4425,8.059000000000001,7.442785875219817,8.058328895142187,7.950874206065793,8.058328895142187,0,0,5,2,6.835,7.375,6.835,7.375,6.2212499999999995,6.041666666666666,7.129583333333334,6.041666666666666,7.13875,7.25,8.21625,7.25,1.2606837606837606,1.3928571428571428,1.0,2.0,1.0,1.5,1.0,1.8333333333333333,0.0,1.0,,,-0.2053762210012211,0.2399015567765561,-0.13217338217338215,-16.75,-5.833333333333332,1.6416666666666657,-0.54,0.17958333333333343,-0.11125000000000007,-0.54,1.0879166666666675,0.9662500000000005,-1.0,-0.5,-0.8333333333333333,1,3,1,0,10.049999999999999,-0.6155430199223701,-0.10745468907639477
8797060,35,20,2089079.0:6139370.0:2076192.0:62432.0:2083409.0:172199.0:2022957.0:1482998.0:1711492.0:4507208.0:3231437.0,138,41,4690258.0:4069666.0:4230127.0:1942317.0:1613926.0:2740408.0:4739552.0:5744850.0:4690104.0:3715697.0:3468870.0,Ed,20,Wt Is,field,53,13,2022-01-23,day/night match,22,0,1406,1.2857142857142858,1.9523809523809523,156.0,50.0,103.5,0,0,0,22.26392663043478,23.938988095238095,9,10,118.44083011078595,106.86775892857142,26.975,29.898809523809526,21.889705882352942,22.928571428571427,28.0,27.950000000000003,3,2,27.0,28.925,7.689180194805195,7.883692227312917,8.675467980295567,9.940129678750369,8.377,8.211,8.377207711906658,8.211305656330147,9.520842233214294,11.112494439423976,0,0,5,7,7.095178571428572,6.485446428571429,8.788333333333334,8.993446428571428,7.1,6.437875,8.864583333333334,8.857875,7.90204662004662,8.205041208791208,8.873856060606059,10.334776785714286,1.2467532467532467,1.2701149425287355,1.3857142857142857,1.8,1.325,1.9000000000000001,1.1608391608391608,1.5,0.0,1.0,,,-0.19451203250772142,-1.2646616984548018,-0.023361695775488744,-2.923809523809524,-1.9250000000000007,-1.038865546218485,0.6097321428571432,0.6621249999999996,-0.3029945887445882,-0.20511309523809373,0.006708333333333982,-1.4609207251082275,-0.41428571428571437,-0.5750000000000002,-0.33916083916083917,-1,-2,1,0,0.04999999999999716,0.1659020555765114,-1.591652206209682
9433269,135,10576,3298427.0:2288789.0:7773338.0:3519011.0:3681957.0:7671313.0:5320118.0:2922611.0:7184232.0:7661996.0:6240632.0,81,8987,4003390.0:1749075.0:1626526.0:4172447.0:5516720.0:7328110.0:125915.0:130437.0:7507303.0:4420828.0:5652828.0,We,10576,Ne,field,111,83,2023-06-02,day/night match,79,3,251,0.8571428571428571,0.6721311475409836,173.26666666666668,0.0,154.33333333333334,0,0,0,26.032258064516128,24.005555555555556,8,9,123.06242607526882,125.05522453703705,39.75,24.375,26.541666666666668,19.694444444444446,22.1,30.700000000000003,1,2,48.0,26.43888888888889,8.196291396103895,7.644789819376026,9.86704338972431,10.5074,7.800500000000001,6.990166666666667,7.799997370834294,6.989996317454076,9.68332957222414,10.599992505173018,0,0,6,6,6.96875,8.67375,10.5825,13.94375,6.8125,7.727187499999999,10.0825,10.26,7.736736111111111,8.444409722222222,10.208263888888888,13.239687499999999,1.2105263157894737,1.2214285714285715,3.0,1.25,4.0,1.2916666666666665,1.3333333333333333,1.25,0.375,0.6363636363636364,,,0.551501576727869,-0.6403566102756901,-0.010902255639097858,15.375,21.56111111111111,6.847222222222221,-1.705,-0.9146874999999994,-0.7076736111111108,-3.36125,-0.1775000000000002,-3.0314236111111104,1.75,2.7083333333333335,0.08333333333333326,-1,0,-1,0,-8.600000000000001,0.8100010533802182,-0.9166629329488778
9587073,39,36084,8127230.0:4690328.0:4069666.0:7960847.0:4690188.0:4739580.0:4739552.0:5744850.0:2294823.0:9266102.0:284339.0,13,36070,3462080.0:2436405.0:1798705.0:7550857.0:5742470.0:2740408.0:3575774.0:3200756.0:334963.0:6399210.0:6347494.0,Ga An Ws,36084,Ga An Ws,bat,10,105,2023-09-10,day match,18,3,14300,2.1666666666666665,1.975609756097561,164.26666666666668,50.0,144.25,0,0,1,28.697997835497834,20.581521739130434,9,6,137.7186331168831,95.66840579710144,30.0,34.666666666666664,30.875,30.0,34.35,27.250000000000004,3,4,35.125,33.0,5.7670297619047615,7.838796393557423,8.486609848484848,10.22546978021978,6.4665,7.963000000000001,6.4666640593267815,7.962496730209754,9.15832915069674,11.891660055699385,0,0,8,6,7.139166666666667,6.73625,9.180833333333334,11.51,7.46875,6.59375,10.0,11.66625,7.1875,9.270416666666666,12.45875,11.197916666666666,1.418831168831169,1.8928571428571428,1.75,3.0,2.0,3.0,1.0,2.416666666666667,0.45454545454545453,0.7,,,-2.071766631652662,-1.7388599317349325,-0.4740259740259738,-4.666666666666664,2.125,0.875,0.40291666666666703,0.875,-2.082916666666666,-2.3291666666666657,-1.6662499999999998,1.2608333333333341,-1.25,-1.0,-1.416666666666667,3,2,-1,0,7.099999999999998,-1.4958326708829723,-2.733330905002644
9516457,96,30407,8127181.0:197658.0:4239038.0:2398346.0:5053082.0:4640824.0:5038046.0:8180500.0:2035102.0:3851518.0:7881845.0:7453697.0,38,48341,1958683.0:7491224.0:8059029.0:4377610.0:2252452.0:2966879.0:5554254.0:4690230.0:3373285.0:3759846.0:6496482.0,Gt Ts,48341,Gt Ts,field,75,25,2023-04-13,night match,35,3,7118,0.8181818181818182,1.3278688524590163,164.66666666666666,0.0,189.0,1,0,0,24.12173202614379,33.1323051948052,9,7,132.726766748366,120.99707115800865,26.25,33.25,24.04739010989011,34.99761904761905,23.599999999999998,28.65,2,1,26.125,33.25,7.746230392156863,8.057251893939394,9.530417887667888,8.688397727272728,7.6005,8.411999999999999,7.600084087445124,8.411495897391697,10.359431193782804,9.75991817008493,0,0,5,6,6.88,7.5,8.3125,7.5,7.850208333333333,7.5,11.104375000000001,7.5,7.899133928571429,8.593111111111112,9.596321428571429,9.383968253968254,1.2153846153846155,1.6174242424242424,1.0,1.5,1.5,1.5,1.2357142857142858,1.6222222222222222,0.5333333333333333,0.6666666666666666,,,-0.3110215017825313,0.84202016039516,-0.4020396270396269,-7.0,-7.125,-10.950228937728937,-0.6200000000000001,0.3502083333333328,-0.6939771825396832,0.8125,3.604375000000001,0.21235317460317482,-0.5,0.0,-0.38650793650793647,2,-1,1,0,-5.050000000000001,-0.8114118099465735,0.5995130236978738
9457412,59,42573,393371.0:1594347.0:9470873.0:7960847.0:4403426.0:2614779.0:305143.0:4403503.0:4731628.0:2436356.0:2436776.0,17,40424,7864009.0:4502392.0:6551978.0:2820957.0:2804122.0:3125506.0:8072056.0:7084972.0:2875354.0:6149268.0:393182.0,Cm Cs,40424,Cm Cs,field,90,37,2023-01-09,night match,12,2,14188,1.0,1.0,158.44444444444446,50.0,147.93333333333334,1,0,0,22.11904761904762,25.14107142857143,3,5,114.59922619047619,107.232125,29.75,34.6875,22.035714285714285,32.0,19.95,23.35,1,1,27.5,29.27916666666667,7.6759375,8.139964110644257,8.221562500000001,9.410931372549019,8.349,8.25,8.349163773854219,8.249995900002753,9.121663324196113,9.979994829753739,0,0,5,7,8.033750000000001,7.7299999999999995,8.752500000000001,10.6475,6.732916666666666,6.881458333333333,7.4825,9.250208333333333,7.889494047619047,8.567916666666665,8.51592261904762,9.906458333333333,1.25,1.8214285714285714,1.5,1.5,1.125,1.75,1.375,1.875,0.6666666666666666,0.4,,,-0.46402661064425743,-1.189368872549018,-0.5714285714285714,-4.9375,-1.7791666666666686,-9.964285714285715,0.30375000000000174,-0.14854166666666657,-0.6784226190476179,-1.8949999999999996,-1.7677083333333332,-1.390535714285713,0.0,-0.625,-0.5,-2,-2,0,0,-3.400000000000002,0.09916787385146542,-0.8583315055576257
9292548,0,27,7537004.0:37351.0:1870357.0:2275195.0:4635658.0:6249256.0:1611364.0:5788320.0:3429236.0:2656541.0:2018001.0,45,55,2954769.0:238727.0:1776627.0:3125562.0:4377610.0:210328.0:3882850.0:2733380.0:2282125.0:4377694.0:3011735.0,Ia,55,Ia,field,86,54,2022-09-25,night match,1,1,13880,0.7,1.4878048780487805,141.4,50.0,,1,0,0,24.854545454545455,32.850433624031005,8,7,114.72643181818182,121.35647781007751,34.74583333333334,30.208333333333336,26.998989898989898,32.886892712550605,37.05,38.949999999999996,3,3,39.5,43.5,8.043670398954117,7.30757493987494,8.846497493734336,10.966530357142858,7.617,7.55,7.616663879862509,7.5501786117141165,10.789159685158246,13.364631824529008,0,0,6,6,10.487708333333334,9.449583333333333,12.367916666666666,11.8625,8.32,7.605,10.5,10.6875,8.490448232323232,7.528142857142857,8.933277777777779,11.218382352941177,1.3125,1.19375,1.0,1.3333333333333333,1.5,2.0,1.2,1.2678571428571428,0.5333333333333333,0.7333333333333333,,,0.7360954590791762,-2.1200328634085217,0.11874999999999991,4.537500000000001,-4.0,-5.887902813560707,1.0381250000000009,0.7149999999999999,0.9623053751803745,0.5054166666666653,-0.1875,-2.2851045751633983,-0.33333333333333326,-0.5,-0.06785714285714284,1,0,0,0,-1.8999999999999986,0.0664852681483925,-2.5754721393707616
9271758,54,47501,6818622.0:5490596.0:6551978.0:4403545.0:298612.0:1634611.0:3162487.0:8067002.0:7968225.0:8072056.0:4403573.0,34,47494,6517118.0:4403531.0:4932864.0:2214792.0:7520344.0:3364234.0:1594319.0:305143.0:2270519.0:3008179.0:6686658.0,Ja Ks,47501,Ja Ks,bat,82,33,2022-12-18,day match,36,2,7041,0.9090909090909092,1.4878048780487805,156.15384615384616,40.0,129.93333333333334,0,0,1,26.574089635854342,28.421875,7,7,131.31508333333335,130.88661458333334,31.125,25.75,24.3125,22.575,25.55,31.45,2,3,24.65625,21.5,6.7206439393939394,7.064642857142857,8.044702797202797,8.762678571428571,6.5075,6.8095,6.507356522335355,6.80987719043722,10.437492891380868,8.079163491321259,0,0,7,6,5.74,7.20875,6.90625,8.36625,6.065267857142857,7.60375,9.009559523809523,9.135,6.022916666666667,6.754,9.243333333333332,8.7285,1.893939393939394,1.619047619047619,2.5,2.25,2.0,1.75,2.0,1.5,1.0,0.5,,,-0.3439989177489178,-0.7179757742257742,0.27489177489177496,5.375,3.15625,1.7375000000000007,-1.46875,-1.5384821428571431,-0.7310833333333324,-1.4600000000000009,-0.1254404761904766,0.5148333333333319,0.25,0.25,0.5,0,1,-1,0,-5.899999999999999,-0.30252066810186484,2.35832940005961
9331048,49,12634,3500958.0:4231751.0:2735081.0:3698337.0:5058192.0:2035102.0:6844718.0:8228296.0:4566526.0:6596582.0:8465057.0:4161975.0,106,14860,9098571.0:227793.0:5977026.0:8442244.0:1663885.0:4192558.0:6698110.0:9009265.0:3691547.0:2733401.0:4141556.0:6785582.0,Hl Ph,12634,Sa,field,44,55,2022-10-18,day/night match,58,2,7398,0.2727272727272727,0.5061728395061729,138.5,0.0,157.69230769230768,0,0,0,22.942307692307693,28.979166666666668,2,6,110.67785256410257,126.66216666666666,11.0,22.5,18.5,26.058333333333334,13.283333333333333,25.6,1,2,19.25,18.666666666666668,6.941428571428571,8.508333333333333,6.941428571428571,8.508333333333333,8.059000000000001,8.75,8.058328895142187,8.749995254169988,8.058328895142187,8.749995254169988,0,0,2,2,7.75,6.75,7.75,6.75,6.041666666666666,8.124166666666666,6.041666666666666,8.124166666666666,7.25,7.1575,7.25,7.1575,1.3928571428571428,1.1666666666666667,2.0,1.0,1.5,0.8333333333333334,1.8333333333333333,1.0,0.0,0.0,,,-1.5669047619047616,-1.5669047619047616,0.22619047619047605,-11.5,0.5833333333333321,-7.558333333333334,1.0,-2.0824999999999996,0.09250000000000025,1.0,-2.0824999999999996,0.09250000000000025,1.0,0.6666666666666666,0.8333333333333333,-4,0,-1,0,-12.316666666666668,-0.6916663590278009,-0.6916663590278009
9123162,52,216,2124002.0:2123974.0:7695666.0:6729862.0:6496412.0:2436251.0:3685100.0:2921680.0:2550414.0:6496482.0:8609684.0,45,55,3479860.0:5043310.0:3125562.0:4377610.0:210328.0:7422673.0:3882850.0:2282125.0:4859490.0:3011735.0:8725709.0,Ia,55,Ia,field,108,41,2022-06-26,day match,25,1,6831,0.3478260869565217,0.5061728395061729,154.26666666666668,0.0,148.5,1,0,0,20.255128205128205,31.09699612403101,8,7,114.4410064102564,132.45294864341085,30.166666666666664,41.625,19.192708333333332,36.26798245614035,25.0,37.3,1,3,31.625,29.0,6.956742216117217,6.860893121693122,9.642454545454546,11.931059523809523,7.244,6.7225,7.2439368837878835,6.722482192180221,9.668594939787754,11.816658656951311,0,0,7,7,10.062916666666666,8.02125,12.604583333333334,10.73,10.1775,8.02125,12.615,10.73,7.520713383838384,6.845892857142857,9.847777777777777,13.134319852941175,1.4432234432234434,1.2,1.5,1.0,1.75,1.0,1.6444444444444444,1.2678571428571428,0.4666666666666667,0.0,,,0.09584909442409462,-2.288604978354977,0.24322344322344347,-11.458333333333336,2.625,-17.07527412280702,2.041666666666666,2.15625,0.6748205266955267,1.8745833333333337,1.8849999999999998,-3.286542075163398,0.5,0.75,0.3765873015873016,1,0,-2,0,-12.299999999999997,0.5214546916076621,-2.1480637171635575
